pet_id,Type,Age,Gender,Vaccinated,Spayed/Neutered,AdoptionStory,Extracted_Temperaments
478,0,Kitten,Male,No,No,adopted,cute
479,1,Adult,Male,Yes,No,adopted,playful
480,0,Kitten,Female,No,No,adopted,"playful, active, cute"
481,1,Puppy,Male,Not Sure,Not Sure,rescued,"friendly, smart"
482,0,Kitten,Female,No,No,adopted,"active, cute"
483,1,Puppy,Male,Yes,Yes,adopted,playful
484,1,Puppy,Male,No,No,rescued,active
485,1,Puppy,Male,No,No,adopted,"funny, active"
486,0,Kitten,Male,No,No,adopted,"playful, active"
487,1,Puppy,Female,No,No,adopted,"active, cute"
488,1,Puppy,Male,Yes,Yes,rescued,"sweet, friendly, sweet"
489,1,Adult,Male,Yes,No,adopted,"friendly, playful, active, obedient, smart"
490,0,Kitten,Male,No,No,adopted,"fast, warm"
491,0,Kitten,Female,No,No,adopted,active
492,1,Adult,Female,No,Yes,adopted,"loving, active, fast"
493,1,Puppy,Female,Not Sure,Not Sure,rescued,friendly
494,0,Kitten,Female,No,No,adopted,"active, protective"
495,1,Adult,Female,Not Sure,Not Sure,rescued,loving
496,1,Puppy,Female,No,No,rescued,loving
497,1,Puppy,Female,No,Not Sure,rescued,"sweet, active"
498,0,Adult,Male,No,No,rescued,"active, playful, smart, cute"
499,1,Adult,Male,Yes,Yes,rescued,sweet
500,1,Puppy,Female,Not Sure,Not Sure,rescued,"friendly, gentle, playful, loving"
501,1,Puppy,Female,Yes,No,adopted,cute
502,0,Adult,Male,No,No,adopted,playful
503,1,Puppy,Female,Yes,Yes,adopted,"active, cute"
504,1,Puppy,Female,Yes,Not Sure,adopted,"loving, playful"
505,1,Adult,Male,Yes,Yes,adopted,"cute, smart, friendly"
506,0,Kitten,Female,No,No,adopted,sweet
507,1,Puppy,Female,No,No,adopted,"playful, affectionate"
508,1,Adult,Male,Yes,No,adopted,smart
509,0,Kitten,Male,No,No,adopted,"active, friendly"
510,0,Adult,Female,Yes,Yes,adopted,sweet
511,1,Adult,Male,Yes,No,adopted,"docile, friendly"
512,1,Puppy,Female,Yes,No,rescued,"playful, friendly"
513,1,Puppy,Female,No,No,adopted,"friendly, active, loving"
514,0,Kitten,Male,Yes,Yes,adopted,"cute, playful"
515,0,Kitten,Male,Yes,No,rescued,"loving, playful, affectionate"
516,1,Puppy,Female,Yes,Yes,rescued,"loving, loving, friendly"
517,1,Puppy,Female,Not Sure,Yes,adopted,"playful, friendly"
518,0,Kitten,Male,No,No,adopted,playful
519,1,Puppy,Female,Yes,Yes,adopted,"cute, friendly"
520,1,Puppy,Female,Yes,No,adopted,loving
521,0,Adult,Female,No,Not Sure,adopted,"cute, easy"
522,0,Kitten,Female,Yes,No,adopted,soft
523,0,Adult,Female,Yes,Yes,rescued,affectionate
524,0,Kitten,Male,No,No,adopted,playful
525,1,Puppy,Male,No,No,adopted,loving
526,1,Adult,Male,No,No,adopted,active
527,1,Puppy,Female,Not Sure,Not Sure,adopted,active
528,0,Kitten,Male,No,No,adopted,"cute, soft"
529,0,Kitten,Male,Yes,Yes,adopted,"active, playful"
530,0,Adult,Female,Yes,Yes,adopted,"playful, loving"
531,0,Adult,Male,Yes,Yes,rescued,active
532,0,Kitten,Male,Yes,No,adopted,"friendly, playful"
533,1,Puppy,Male,No,No,rescued,friendly
534,1,Puppy,Male,No,No,adopted,active
535,1,Puppy,Male,Not Sure,Not Sure,rescued,"cute, active, smart"
536,1,Puppy,Male,No,No,adopted,playful
537,1,Puppy,Male,Yes,No,rescued,"friendly, playful"
538,0,Kitten,Female,Yes,No,adopted,friendly
539,0,Kitten,Female,No,No,rescued,playful
540,1,Adult,Male,Yes,Yes,adopted,friendly
541,1,Adult,Female,Not Sure,No,rescued,loving
542,1,Adult,Female,Yes,No,adopted,"loyal, playful"
543,1,Adult,Male,Yes,No,adopted,active
544,1,Adult,Male,Yes,Yes,adopted,"friendly, playful"
545,1,Adult,Female,Yes,Yes,rescued,friendly
546,1,Adult,Male,Yes,Yes,rescued,"gentle, friendly"
547,1,Puppy,Female,No,No,rescued,"loving, loving"
548,1,Adult,Female,Yes,Yes,rescued,loving
549,1,Puppy,Female,Yes,No,adopted,obedient
550,1,Adult,Female,Yes,Yes,rescued,"loving, loving"
551,0,Kitten,Female,Yes,No,rescued,"active, easy"
552,0,Adult,Female,Yes,Yes,adopted,friendly
553,1,Puppy,Female,Yes,No,rescued,fast
554,0,Kitten,Female,No,No,rescued,obedient
555,1,Puppy,Female,No,No,adopted,"active, playful"
556,1,Puppy,Female,No,No,adopted,loving
557,1,Puppy,Male,No,No,rescued,loving
558,1,Adult,Male,Yes,No,adopted,fast
559,0,Adult,Female,Yes,Yes,rescued,loving
560,1,Adult,Male,No,No,rescued,"cute, active, energetic"
561,0,Kitten,Female,No,No,adopted,"affectionate, active, playful"
562,0,Kitten,Female,No,No,rescued,active
563,0,Adult,Female,Yes,Yes,adopted,"funny, playful"
564,1,Puppy,Female,Yes,Not Sure,adopted,cute
565,1,Adult,Female,Yes,Yes,adopted,"friendly, friendly"
566,1,Adult,Female,Not Sure,Not Sure,adopted,playful
567,0,Kitten,Female,Yes,Yes,adopted,cute
568,0,Adult,Male,Yes,Yes,adopted,friendly
569,1,Puppy,Female,Not Sure,Not Sure,adopted,loving
570,0,Adult,Male,No,No,rescued,"friendly, obedient"
571,0,Adult,Female,Yes,Yes,adopted,loyal
572,0,Kitten,Female,No,No,rescued,"cute, calm"
573,0,Kitten,Male,No,Yes,adopted,friendly
574,1,Puppy,Male,Yes,No,rescued,"playful, active"
575,1,Puppy,Female,No,No,adopted,cute
576,0,Kitten,Male,No,No,adopted,sweet
577,0,Kitten,Male,Yes,Yes,adopted,active
578,0,Kitten,Female,No,No,adopted,main
579,1,Puppy,Female,Yes,Not Sure,adopted,friendly
580,1,Puppy,Female,Yes,Yes,adopted,fast
581,1,Puppy,Male,Yes,No,rescued,cute
582,0,Kitten,Female,No,No,adopted,"cute, active"
583,1,Puppy,Female,Yes,No,rescued,"sweet, loving"
584,0,Kitten,Female,No,No,adopted,"playful, friendly"
585,1,Puppy,Male,Yes,No,adopted,playful
586,0,Kitten,Male,No,Yes,adopted,playful
587,1,Adult,Female,Not Sure,Not Sure,adopted,warm
588,1,Puppy,Female,Yes,No,adopted,active
589,1,Puppy,Female,No,No,rescued,friendly
590,0,Kitten,Female,Yes,No,rescued,"loving, curious"
591,1,Puppy,Female,Yes,No,rescued,loving
592,1,Adult,Female,No,No,adopted,playful
593,0,Kitten,Male,Yes,No,adopted,"warm, fast"
594,1,Adult,Female,No,Yes,rescued,friendly
595,1,Adult,Male,Yes,Yes,rescued,active
596,1,Adult,Male,Yes,Yes,adopted,"playful, smart"
597,1,Adult,Female,Yes,Yes,adopted,"loving, friendly, loving, obedient"
598,0,Adult,Male,Yes,Yes,rescued,"sweet, smart"
599,0,Kitten,Female,No,No,adopted,affectionate
